run_id,iteration,merge_num,M,depth,copies_used,N_so_far,noise,mode,p,p_channel,P_success,grover_iters,twirling_applied,subset_fraction,purification_level,fidelity,eps_L,purity,bloch_r,fidelity_before_noise,fidelity_after_noise,eps_L_before_noise,eps_L_after_noise,purity_before_noise,purity_after_noise
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,9,512,512,dephase_z,iid_p,0.5,0.5,1.4916681462398718e-154,0,True,0.2,9,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.50000_twirl_sub0.20,1,0,1,10,1024,1024,dephase_z,iid_p,0.5,0.5,1.1125369292533477e-308,0,True,0.2,10,0.4999999999999999,0.4999999999999999,0.5,0.0,0.9999999999999996,0.4999999999999998,0.0,0.4999999999999999,0.9999999999999996,0.4999999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,0,1,1,dephase_z,iid_p,0.6,0.6,1.0,0,True,0.2,0,0.3999999999999998,0.5999999999999999,0.5199999999999998,0.1999999999999999,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,1,2,2,dephase_z,iid_p,0.6,0.6,0.5199999999999998,0,True,0.2,1,0.3076923076923076,0.6923076923076922,0.5739644970414202,0.3846153846153846,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,2,4,4,dephase_z,iid_p,0.6,0.6,0.1551999999999999,0,True,0.2,2,0.1649484536082474,0.8350515463917524,0.7245190774790093,0.670103092783505,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,3,8,8,dephase_z,iid_p,0.6,0.6,0.0174515199999999,0,True,0.2,3,0.0375531758838198,0.96244682411618,0.9277141302702824,0.9248936482323602,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,4,16,16,dephase_z,iid_p,0.6,0.6,0.0002825404874751,0,True,0.2,4,0.0015201245437,0.9984798754563,0.9969643724698568,0.9969597509126,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,5,32,32,dephase_z,iid_p,0.6,0.6,7.958679556690424e-08,0,True,0.2,5,2.31781465028462e-06,0.9999976821853496,0.999995364381444,0.9999953643706994,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,6,64,64,dephase_z,iid_p,0.6,0.6,6.334028666331275e-15,0,True,0.2,6,5.372306861255339e-12,0.9999999999946276,0.9999999999892554,0.9999999999892554,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,7,128,128,dephase_z,iid_p,0.6,0.6,4.011991914547528e-29,0,True,0.2,7,0.0,1.0,1.0,1.0,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,8,256,256,dephase_z,iid_p,0.6,0.6,1.6096079122394735e-57,0,True,0.2,8,0.0,1.0,1.0,1.0,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,9,512,512,dephase_z,iid_p,0.6,0.6,2.5908376311439163e-114,0,True,0.2,9,0.0,1.0,1.0,1.0,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.60000_twirl_sub0.20,1,0,1,10,1024,1024,dephase_z,iid_p,0.6,0.6,6.712439630951421e-228,0,True,0.2,10,0.0,1.0,1.0,1.0,0.9999999999999996,0.3999999999999998,0.0,0.5999999999999999,0.9999999999999996,0.5199999999999998
M1_N2_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,0,1,0,1,1,dephase_z,iid_p,0.7,0.7,1.0,0,True,0.2,0,0.3,0.6999999999999997,0.5799999999999997,0.3999999999999998,0.9999999999999996,0.3,0.0,0.6999999999999997,0.9999999999999996,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,0,1,1,2,2,dephase_z,iid_p,0.7,0.7,0.5799999999999997,0,True,0.2,1,0.1551724137931035,0.8448275862068964,0.7378121284185493,0.6896551724137929,0.9999999999999996,0.3,0.0,0.6999999999999997,0.9999999999999996,0.5799999999999997
M1_N2_dephase_z_iid_p_p0.70000_twirl_sub0.20,1,0,1,2,4,4,dephase_z,iid_p,0.7,0.7,0.2481999999999997,0,True,0.2,2,0.032634971796938,0.967365028203062,0.9368601391744978,0.934730056406124,0.9999999999999996,0.3,0.0,0.6999999999999997,0.9999999999999996,0.5799999999999997
